Job Title,Job Description,Skills,Certifications
Senior DevOps Engineer,Drives DevOps initiatives at a senior level. Responsibilities include mentoring team members and implementing automation strategies.,"Docker, Kubernetes, CI/CD, AWS, Azure, Linux, Terraform, Ansible, Jenkins, Git, Automation, Networking, Python, Cloud Computing, Leadership","AWS Certified DevOps Engineer – Professional, Docker Certified Associate"
Senior DevSecOps Architect,Integrates security into DevOps practices at an architectural level by designing secure CI/CD pipelines and implementing security best practices.,"DevSecOps, Cloud Security, Kubernetes, Docker, Terraform, Ansible, CI/CD, Security Automation, Vulnerability Management, Leadership",
Senior SRE Architect,Leads SRE efforts at an architectural level by designing scalable/reliable systems while improving incident response strategies.,"SRE, Monitoring, Kubernetes, Docker, Cloud Platforms, Linux, Automation, DevOps, CI/CD, Python, Networking, Leadership",
Senior SRE Engineer,Drives site reliability efforts by implementing monitoring solutions and automating incident response. Responsible for improving service availability.,"SRE, Monitoring, Kubernetes, Docker, Cloud Platforms, Linux, Automation, DevOps, CI/CD, Python, Networking, Leadership",
Sharepoint Developer,Develops applications on SharePoint platform using technologies like .NET and JavaScript. Responsibilities include customizing SharePoint sites and building web parts.,"SharePoint, .NET, C#, JavaScript, PowerShell, SharePoint Framework, REST APIs",
Software Developer,"Develops software applications based on specifications provided by stakeholders. Responsibilities include coding, testing, debugging, and collaborating on projects.","Programming, Algorithms, Data Structures, Debugging, Software Development, Python, Java, C++",
Software Engineer,"Designs, develops, and tests software applications to meet business needs. Requires strong problem-solving skills and knowledge of software development methodologies.","Java, C++, Python, Algorithms, Data Structures, Software Design, Git, Jenkins, CI/CD, Cloud Computing",
SonarQube Engineer,Manages SonarQube instance to measure/track code quality. Responsible for configuring quality profiles/gates while providing feedback to development teams.,"SonarQube, Code Quality, Static Code Analysis, Java, .NET, Security, CI/CD",
Splunk Engineer,"Implements Splunk solutions for log analysis, security monitoring, and operational intelligence. Responsible for creating dashboards/alerts and managing data ingestion.","Splunk, Data Analysis, Log Management, Security, Dashboards, Alerting, Scripting, Linux, AWS, Azure","Splunk Core Certified Power User, Splunk Enterprise Security Admin"
Splunk Enterprise Security Engineer,Manages Splunk Enterprise Security environment to detect/respond to security incidents. Requires expertise in threat detection techniques.,"Splunk Enterprise Security, Security Information and Event Management (SIEM), Threat Detection, Incident Response, Security Analysis",
SQL Developer,"Writes SQL code for database applications. Responsibilities include creating stored procedures, optimizing queries, and designing database schemas.","SQL, T-SQL, SQL Server, Database Design, Performance Tuning, ETL, SSRS, SSIS, Data Modeling",
SRE Architect,Designs Site Reliability Engineering strategies to improve system reliability while reducing operational overheads through automation.,"SRE, Cloud Architecture, Kubernetes, Docker, Monitoring, Incident Management, Automation, CI/CD, Networking",
SRE Engineer,"Implements Site Reliability Engineering practices by monitoring systems, responding to incidents, and automating operational tasks.","SRE, Monitoring, Kubernetes, Docker, Cloud Platforms, Linux, Automation, DevOps, CI/CD, Python",
SYSTEMS ADMINISTRATOR,"Manages computer systems within an organization. Responsibilities include configuring servers, troubleshooting issues, and ensuring system security.","Linux Administration, Windows Server Administration, Networking, Troubleshooting, Scripting, Virtualization",
SYSTEMS ENGINEER,"Designs and implements IT systems that meet business requirements. Responsibilities include system integration, testing, and deployment.","Systems Design, Linux Administration, Windows Server Administration, Networking, Cloud Computing",
TeamCity Engineer,Manages TeamCity CI/CD server by configuring build configurations/pipelines and integrating with source control systems.,"TeamCity, CI/CD, Build Automation, Version Control, Git",
Tech Sales Engineer,Supports sales efforts by providing technical expertise during presentations/demonstrations while answering questions about technical aspects.,"Technical Sales, Product Knowledge, Customer Engagement, Networking Technologies",
TECHNICAL ACCOUNT MANAGER,Manages relationships with technical customers while providing support/guidance on their technology needs. Acts as a liaison between customer/engineering teams.,"Account Management, Technical Support, Customer Relationship Management (CRM), Project Management",
TECHNICAL LEAD,Leads technical teams on projects by providing guidance/mentorship while driving technical direction/decisions within projects.,"Team Leadership, Project Management, Software Development Lifecycle (SDLC), Agile Methodologies",
Terraform Engineer,Writes Terraform scripts to automate infrastructure provisioning across cloud platforms. Requires expertise in Infrastructure as Code (IaC) practices.,"Terraform, Infrastructure as Code (IaC), AWS, Azure, Google Cloud",
TFS Engineer,Manages Team Foundation Server (TFS) to support software development processes. Responsibilities include configuring build pipelines and managing version control.,"TFS (Team Foundation Server), .NET Development Tools, .NET Framework",
Twistkock Engineer,No description available,,
UDeploy Engineer,Manages deployment processes using UrbanCode Deploy. Responsibilities include configuring deployment projects and automating release workflows.,"UDeploy (UrbanCode Deploy), CI/CD, Automation, Deployment Strategies, Version Control",
UI DESIGNER,Designs user interfaces that are visually appealing while intuitive to use. Responsibilities include creating mockups/prototypes and conducting user research.,"UI Design Principles, Wireframing, Prototyping, Adobe Creative Suite, Figma, User Testing",
UI Developer,"Develops user interfaces using HTML5, CSS3, JavaScript while focusing on responsive design principles. Collaborates with UI designers to implement designs.","HTML5, CSS3, JavaScript, jQuery, Responsive Design, AngularJS, ReactJS",
Unity Developer,Develops interactive content with Unity engine including 3D simulations while working with assets created by graphic designers,"Unity3D Engine, C#, Game Development Principles, 3D Modeling, Animation",
UX DESIGNER,Conducts user research studies to gather insights on user behavior. Create wireframes/mockups based on data collected from research initiatives,"User Experience Design Principles, User Research, Wireframing, Prototyping, Usability Testing, Interaction Design",
Vault Engineer,Implement secret management to the cloud application.,"HashiCorp Vault, Secrets Management, Encryption, Access Control, Cloud Security",
Web Designer (UI/UX Designer),"Create front end web application using HTML, Css, JS.","UI/UX Design, Wireframing, Prototyping, Adobe Creative Suite, Figma",
Web Developer,"Develops and maintains websites and web applications. Responsibilities include writing code, debugging, and ensuring optimal performance across different browsers and devices.","HTML5, CSS3, JavaScript, React, Node.js, AngularJS, PHP",
WordPress Developer,"Creates and customizes WordPress websites. Responsibilities include developing themes/plugins, managing content, and ensuring website functionality.","WordPress, PHP, MySQL, HTML5, CSS3, JavaScript",
XL Deploy Engineer,"Manages deployment processes using XL Deploy. Responsibilities include configuring deployment pipelines, automating releases, and ensuring application availability.","XL Deploy, Deployment Automation, CI/CD, Version Control","XL Deploy Certification, DevOps Institute Certifications"
Zabbix Engineer,"Implements Zabbix monitoring solutions to track system performance and availability. Responsible for configuring alerts, dashboards, and monitoring metrics.","Zabbix, Monitoring Tools, Alerting Systems, Network Monitoring","Zabbix Certified Specialist, Zabbix Certified Professional"
IT Support Specialist,Analyze data to extract insights and support business decisions.,"Python, SQL, Git",Google Professional Data Engineer
Machine Learning Engineer,Manage cloud infrastructure and deployment pipelines.,"Azure, PowerShell, Linux",Certified Ethical Hacker (CEH)
Network Engineer,"Responsible for designing, developing, and maintaining applications.","C++, Embedded C, RTOS",CompTIA Security+
Full Stack Developer,Develop and optimize machine learning models.,"AWS, Docker, Kubernetes",Google Professional Data Engineer
Mobile App Developer,Provide technical support and troubleshoot issues.,"TensorFlow, Pandas, NumPy",Google Professional Data Engineer
System Administrator,Develop and optimize machine learning models.,"Cybersecurity, SIEM, Firewalls",Scrum Master Certification
AI Engineer,Build and maintain scalable web applications.,"Flutter, Dart, Firebase",Scrum Master Certification
Data Analyst,Manage cloud infrastructure and deployment pipelines.,"Cybersecurity, SIEM, Firewalls",Google Professional Data Engineer
Network Engineer,Develop and optimize machine learning models.,"TensorFlow, Pandas, NumPy",CompTIA Security+
Embedded Systems Engineer,Manage cloud infrastructure and deployment pipelines.,"Python, SQL, Git",Scrum Master Certification
Cloud Engineer,Build and maintain scalable web applications.,"React, Node.js, MongoDB",ITIL Foundation Certification
IT Support Specialist,Provide technical support and troubleshoot issues.,"HTML, CSS, JavaScript",Microsoft Certified Azure Fundamentals
QA Engineer,Provide technical support and troubleshoot issues.,"AWS, Docker, Kubernetes",PMP Certification
UI/UX Designer,Manage cloud infrastructure and deployment pipelines.,"TensorFlow, Pandas, NumPy",Microsoft Certified Azure Fundamentals
Database Administrator,Develop and optimize machine learning models.,"React, Node.js, MongoDB",AWS Certified Solutions Architect
Full Stack Developer,Analyze data to extract insights and support business decisions.,"Cybersecurity, SIEM, Firewalls",AWS Certified Solutions Architect
Embedded Systems Engineer,Develop and optimize machine learning models.,"TensorFlow, Pandas, NumPy",Cisco Certified Network Associate (CCNA)
Mobile App Developer,Analyze data to extract insights and support business decisions.,"Java, Spring Boot, REST APIs",Oracle Certified Professional (OCP)
QA Engineer,Ensure system security and monitor vulnerabilities.,"AWS, Docker, Kubernetes",PMP Certification
IT Support Specialist,"Responsible for designing, developing, and maintaining applications.","AWS, Docker, Kubernetes",Oracle Certified Professional (OCP)
Machine Learning Engineer,"Responsible for designing, developing, and maintaining applications.","Java, Spring Boot, REST APIs",Cisco Certified Network Associate (CCNA)
AI Engineer,Provide technical support and troubleshoot issues.,"MySQL, PostgreSQL, Database Tuning",Oracle Certified Professional (OCP)
Database Administrator,Analyze data to extract insights and support business decisions.,"Azure, PowerShell, Linux",CompTIA Security+
UI/UX Designer,Ensure system security and monitor vulnerabilities.,"TensorFlow, Pandas, NumPy",Scrum Master Certification
Blockchain Developer,Provide technical support and troubleshoot issues.,"MySQL, PostgreSQL, Database Tuning",PMP Certification
System Administrator,Develop and optimize machine learning models.,"Cybersecurity, SIEM, Firewalls",Google Professional Data Engineer
Full Stack Developer,Provide technical support and troubleshoot issues.,"HTML, CSS, JavaScript",Microsoft Certified Azure Fundamentals
Machine Learning Engineer,Ensure system security and monitor vulnerabilities.,"Flutter, Dart, Firebase",Microsoft Certified Azure Fundamentals
Cloud Engineer,"Responsible for designing, developing, and maintaining applications.","Cybersecurity, SIEM, Firewalls",ITIL Foundation Certification
UI/UX Designer,Analyze data to extract insights and support business decisions.,"C++, Embedded C, RTOS",Scrum Master Certification
Mobile App Developer,Collaborate with cross-functional teams to deliver IT solutions.,"Azure, PowerShell, Linux",ITIL Foundation Certification
Web Developer,Analyze data to extract insights and support business decisions.,"TensorFlow, Pandas, NumPy",Google Professional Data Engineer
Database Administrator,"Responsible for designing, developing, and maintaining applications.","Cybersecurity, SIEM, Firewalls",Cisco Certified Network Associate (CCNA)
Business Analyst,Ensure system security and monitor vulnerabilities.,"Azure, PowerShell, Linux",Certified Ethical Hacker (CEH)
Data Analyst,Ensure system security and monitor vulnerabilities.,"Microservices, CI/CD, Jenkins",Cisco Certified Network Associate (CCNA)
Machine Learning Engineer,Analyze data to extract insights and support business decisions.,"Networking, TCP/IP, Routing",Oracle Certified Professional (OCP)
Database Administrator,Collaborate with cross-functional teams to deliver IT solutions.,"AWS, Docker, Kubernetes",Certified Ethical Hacker (CEH)
IT Support Specialist,Collaborate with cross-functional teams to deliver IT solutions.,"Microservices, CI/CD, Jenkins",Cisco Certified Network Associate (CCNA)
Data Analyst,Collaborate with cross-functional teams to deliver IT solutions.,"C++, Embedded C, RTOS",Oracle Certified Professional (OCP)
Business Analyst,Analyze data to extract insights and support business decisions.,"Microservices, CI/CD, Jenkins",PMP Certification
Mobile App Developer,Collaborate with cross-functional teams to deliver IT solutions.,"Azure, PowerShell, Linux",ITIL Foundation Certification
System Administrator,Ensure system security and monitor vulnerabilities.,"Microservices, CI/CD, Jenkins",CompTIA Security+
Blockchain Developer,"Responsible for designing, developing, and maintaining applications.","Java, Spring Boot, REST APIs",Oracle Certified Professional (OCP)
Blockchain Developer,Build and maintain scalable web applications.,"Python, SQL, Git",Cisco Certified Network Associate (CCNA)
Blockchain Developer,Build and maintain scalable web applications.,"Testing, Selenium, JUnit",Cisco Certified Network Associate (CCNA)
Business Analyst,Develop and optimize machine learning models.,"HTML, CSS, JavaScript",Microsoft Certified Azure Fundamentals
Cloud Engineer,"Responsible for designing, developing, and maintaining applications.","HTML, CSS, JavaScript",PMP Certification
Network Engineer,"Responsible for designing, developing, and maintaining applications.","Microservices, CI/CD, Jenkins",Scrum Master Certification
Blockchain Developer,Build and maintain scalable web applications.,"AWS, Docker, Kubernetes",Certified Ethical Hacker (CEH)
Blockchain Developer,Ensure system security and monitor vulnerabilities.,"HTML, CSS, JavaScript",PMP Certification
UI/UX Designer,Ensure system security and monitor vulnerabilities.,"MySQL, PostgreSQL, Database Tuning",PMP Certification
Machine Learning Engineer,Build and maintain scalable web applications.,"Python, SQL, Git",CompTIA Security+
Web Developer,Provide technical support and troubleshoot issues.,"MySQL, PostgreSQL, Database Tuning",Microsoft Certified Azure Fundamentals
Data Analyst,Collaborate with cross-functional teams to deliver IT solutions.,"Flutter, Dart, Firebase",Certified Ethical Hacker (CEH)
Database Administrator,Build and maintain scalable web applications.,"HTML, CSS, JavaScript",CompTIA Security+
Data Scientist,Collaborate with cross-functional teams to deliver IT solutions.,"Azure, PowerShell, Linux",PMP Certification
Database Administrator,Collaborate with cross-functional teams to deliver IT solutions.,"Testing, Selenium, JUnit",ITIL Foundation Certification
Database Administrator,Ensure system security and monitor vulnerabilities.,"Networking, TCP/IP, Routing",PMP Certification
Cloud Engineer,Analyze data to extract insights and support business decisions.,"Testing, Selenium, JUnit",Cisco Certified Network Associate (CCNA)
Web Developer,Analyze data to extract insights and support business decisions.,"Networking, TCP/IP, Routing",Microsoft Certified Azure Fundamentals
UI/UX Designer,Analyze data to extract insights and support business decisions.,"Microservices, CI/CD, Jenkins",AWS Certified Solutions Architect
Business Analyst,Develop and optimize machine learning models.,"Java, Spring Boot, REST APIs",Cisco Certified Network Associate (CCNA)
Web Developer,"Responsible for designing, developing, and maintaining applications.","TensorFlow, Pandas, NumPy",PMP Certification
Data Analyst,Collaborate with cross-functional teams to deliver IT solutions.,"Power BI, Excel, Statistics",ITIL Foundation Certification
Software Developer,Collaborate with cross-functional teams to deliver IT solutions.,"Cybersecurity, SIEM, Firewalls",Certified Ethical Hacker (CEH)
UI/UX Designer,Analyze data to extract insights and support business decisions.,"MySQL, PostgreSQL, Database Tuning",ITIL Foundation Certification
Blockchain Developer,Collaborate with cross-functional teams to deliver IT solutions.,"Python, SQL, Git",ITIL Foundation Certification
Cybersecurity Analyst,Ensure system security and monitor vulnerabilities.,"Networking, TCP/IP, Routing",CompTIA Security+
DevOps Engineer,Build and maintain scalable web applications.,"React, Node.js, MongoDB",AWS Certified Solutions Architect
IT Support Specialist,"Responsible for designing, developing, and maintaining applications.","Flutter, Dart, Firebase",CompTIA Security+
QA Engineer,Ensure system security and monitor vulnerabilities.,"Azure, PowerShell, Linux",Cisco Certified Network Associate (CCNA)
Business Analyst,Provide technical support and troubleshoot issues.,"Azure, PowerShell, Linux",CompTIA Security+
UI/UX Designer,Manage cloud infrastructure and deployment pipelines.,"Azure, PowerShell, Linux",Oracle Certified Professional (OCP)
Cloud Engineer,Manage cloud infrastructure and deployment pipelines.,"TensorFlow, Pandas, NumPy",AWS Certified Solutions Architect
AI Engineer,Analyze data to extract insights and support business decisions.,"HTML, CSS, JavaScript",Cisco Certified Network Associate (CCNA)
Network Engineer,Provide technical support and troubleshoot issues.,"TensorFlow, Pandas, NumPy",CompTIA Security+
Full Stack Developer,"Responsible for designing, developing, and maintaining applications.","C++, Embedded C, RTOS",Certified Ethical Hacker (CEH)
Full Stack Developer,Collaborate with cross-functional teams to deliver IT solutions.,"Cybersecurity, SIEM, Firewalls",Microsoft Certified Azure Fundamentals
Cybersecurity Analyst,Collaborate with cross-functional teams to deliver IT solutions.,"Power BI, Excel, Statistics",Certified Ethical Hacker (CEH)
Web Developer,Analyze data to extract insights and support business decisions.,"Java, Spring Boot, REST APIs",AWS Certified Solutions Architect
Web Developer,Provide technical support and troubleshoot issues.,"Power BI, Excel, Statistics",PMP Certification
Embedded Systems Engineer,Analyze data to extract insights and support business decisions.,"MySQL, PostgreSQL, Database Tuning",ITIL Foundation Certification
UI/UX Designer,Manage cloud infrastructure and deployment pipelines.,"Networking, TCP/IP, Routing",Scrum Master Certification
Data Analyst,"Responsible for designing, developing, and maintaining applications.","Power BI, Excel, Statistics",AWS Certified Solutions Architect
Database Administrator,Develop and optimize machine learning models.,"TensorFlow, Pandas, NumPy",AWS Certified Solutions Architect
Business Analyst,Develop and optimize machine learning models.,"Microservices, CI/CD, Jenkins",Scrum Master Certification
Software Developer,Provide technical support and troubleshoot issues.,"MySQL, PostgreSQL, Database Tuning",PMP Certification
System Administrator,Analyze data to extract insights and support business decisions.,"Testing, Selenium, JUnit",ITIL Foundation Certification
Data Analyst,Develop and optimize machine learning models.,"HTML, CSS, JavaScript",Google Professional Data Engineer
Network Engineer,Develop and optimize machine learning models.,"Power BI, Excel, Statistics",CompTIA Security+
Data Analyst,"Responsible for designing, developing, and maintaining applications.","Microservices, CI/CD, Jenkins",Google Professional Data Engineer
IT Support Specialist,Analyze data to extract insights and support business decisions.,"Networking, TCP/IP, Routing",Google Professional Data Engineer
Data Scientist,Analyze data to extract insights and support business decisions.,"React, Node.js, MongoDB",Scrum Master Certification
Cybersecurity Analyst,Manage cloud infrastructure and deployment pipelines.,"TensorFlow, Pandas, NumPy",Cisco Certified Network Associate (CCNA)
System Administrator,Analyze data to extract insights and support business decisions.,"TensorFlow, Pandas, NumPy",Microsoft Certified Azure Fundamentals
Embedded Systems Engineer,Ensure system security and monitor vulnerabilities.,"C++, Embedded C, RTOS",Google Professional Data Engineer
Cloud Engineer,"Responsible for designing, developing, and maintaining applications.","Networking, TCP/IP, Routing",PMP Certification
Software Developer,Develop and optimize machine learning models.,"Power BI, Excel, Statistics",Cisco Certified Network Associate (CCNA)
AI Engineer,Build and maintain scalable web applications.,"Testing, Selenium, JUnit",Certified Ethical Hacker (CEH)
Machine Learning Engineer,Develop and optimize machine learning models.,"Python, SQL, Git",CompTIA Security+
Business Analyst,Build and maintain scalable web applications.,"Python, SQL, Git",PMP Certification
Cybersecurity Analyst,Ensure system security and monitor vulnerabilities.,"Power BI, Excel, Statistics",ITIL Foundation Certification
Web Developer,Develop and optimize machine learning models.,"Azure, PowerShell, Linux",PMP Certification
Web Developer,"Responsible for designing, developing, and maintaining applications.","Cybersecurity, SIEM, Firewalls",Certified Ethical Hacker (CEH)
QA Engineer,Develop and optimize machine learning models.,"Flutter, Dart, Firebase",Scrum Master Certification
AI Engineer,Develop and optimize machine learning models.,"Flutter, Dart, Firebase",Oracle Certified Professional (OCP)
Cloud Engineer,Ensure system security and monitor vulnerabilities.,"Flutter, Dart, Firebase",Certified Ethical Hacker (CEH)
Embedded Systems Engineer,Build and maintain scalable web applications.,"Networking, TCP/IP, Routing",Microsoft Certified Azure Fundamentals
UI/UX Designer,Manage cloud infrastructure and deployment pipelines.,"MySQL, PostgreSQL, Database Tuning",CompTIA Security+
Database Administrator,Provide technical support and troubleshoot issues.,"React, Node.js, MongoDB",Microsoft Certified Azure Fundamentals
AI Engineer,Build and maintain scalable web applications.,"HTML, CSS, JavaScript",AWS Certified Solutions Architect
UI/UX Designer,Develop and optimize machine learning models.,"Networking, TCP/IP, Routing",ITIL Foundation Certification
Business Analyst,Analyze data to extract insights and support business decisions.,"React, Node.js, MongoDB",Cisco Certified Network Associate (CCNA)
Blockchain Developer,Manage cloud infrastructure and deployment pipelines.,"MySQL, PostgreSQL, Database Tuning",Microsoft Certified Azure Fundamentals
Data Analyst,Develop and optimize machine learning models.,"Microservices, CI/CD, Jenkins",Google Professional Data Engineer
System Administrator,Analyze data to extract insights and support business decisions.,"Power BI, Excel, Statistics",Oracle Certified Professional (OCP)
UI/UX Designer,Develop and optimize machine learning models.,"Testing, Selenium, JUnit",Microsoft Certified Azure Fundamentals
AI Engineer,Manage cloud infrastructure and deployment pipelines.,"HTML, CSS, JavaScript",Google Professional Data Engineer
QA Engineer,Develop and optimize machine learning models.,"MySQL, PostgreSQL, Database Tuning",ITIL Foundation Certification
Business Analyst,"Responsible for designing, developing, and maintaining applications.","Cybersecurity, SIEM, Firewalls",Scrum Master Certification
Data Scientist,Manage cloud infrastructure and deployment pipelines.,"Microservices, CI/CD, Jenkins",ITIL Foundation Certification
Blockchain Developer,Manage cloud infrastructure and deployment pipelines.,"Java, Spring Boot, REST APIs",AWS Certified Solutions Architect
System Administrator,Manage cloud infrastructure and deployment pipelines.,"MySQL, PostgreSQL, Database Tuning",CompTIA Security+
UI/UX Designer,Develop and optimize machine learning models.,"AWS, Docker, Kubernetes",Microsoft Certified Azure Fundamentals
IT Support Specialist,Manage cloud infrastructure and deployment pipelines.,"TensorFlow, Pandas, NumPy",Google Professional Data Engineer
AI Engineer,Manage cloud infrastructure and deployment pipelines.,"Java, Spring Boot, REST APIs",Scrum Master Certification
Cybersecurity Analyst,Develop and optimize machine learning models.,"Flutter, Dart, Firebase",Certified Ethical Hacker (CEH)
Blockchain Developer,Collaborate with cross-functional teams to deliver IT solutions.,"C++, Embedded C, RTOS",Oracle Certified Professional (OCP)
Data Analyst,Ensure system security and monitor vulnerabilities.,"Java, Spring Boot, REST APIs",ITIL Foundation Certification
Cloud Engineer,Provide technical support and troubleshoot issues.,"React, Node.js, MongoDB",Certified Ethical Hacker (CEH)
Network Engineer,Build and maintain scalable web applications.,"Java, Spring Boot, REST APIs",PMP Certification
Data Scientist,Analyze data to extract insights and support business decisions.,"React, Node.js, MongoDB",Certified Ethical Hacker (CEH)
Network Engineer,"Responsible for designing, developing, and maintaining applications.","TensorFlow, Pandas, NumPy",Scrum Master Certification
AI Engineer,Provide technical support and troubleshoot issues.,"C++, Embedded C, RTOS",Microsoft Certified Azure Fundamentals
Embedded Systems Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"React, Node.js, MongoDB",Microsoft Certified Azure Fundamentals
QA Engineer,Analyze data to extract insights and support business decisions.,"Cybersecurity, SIEM, Firewalls",AWS Certified Solutions Architect
Mobile App Developer,Collaborate with cross-functional teams to deliver IT solutions.,"React, Node.js, MongoDB",Cisco Certified Network Associate (CCNA)
Network Engineer,"Responsible for designing, developing, and maintaining applications.","Java, Spring Boot, REST APIs",Microsoft Certified Azure Fundamentals
QA Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"Networking, TCP/IP, Routing",Google Professional Data Engineer
Database Administrator,Collaborate with cross-functional teams to deliver IT solutions.,"Cybersecurity, SIEM, Firewalls",Microsoft Certified Azure Fundamentals
Mobile App Developer,Provide technical support and troubleshoot issues.,"Microservices, CI/CD, Jenkins",PMP Certification
Blockchain Developer,"Responsible for designing, developing, and maintaining applications.","Microservices, CI/CD, Jenkins",ITIL Foundation Certification
Blockchain Developer,"Responsible for designing, developing, and maintaining applications.","React, Node.js, MongoDB",Scrum Master Certification
Embedded Systems Engineer,Provide technical support and troubleshoot issues.,"Power BI, Excel, Statistics",PMP Certification
Machine Learning Engineer,Ensure system security and monitor vulnerabilities.,"Testing, Selenium, JUnit",Certified Ethical Hacker (CEH)
Machine Learning Engineer,Analyze data to extract insights and support business decisions.,"C++, Embedded C, RTOS",Scrum Master Certification
Data Analyst,Analyze data to extract insights and support business decisions.,"Power BI, Excel, Statistics",CompTIA Security+
AI Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"Testing, Selenium, JUnit",ITIL Foundation Certification
Embedded Systems Engineer,Manage cloud infrastructure and deployment pipelines.,"Cybersecurity, SIEM, Firewalls",Oracle Certified Professional (OCP)
DevOps Engineer,Analyze data to extract insights and support business decisions.,"C++, Embedded C, RTOS",Oracle Certified Professional (OCP)
Network Engineer,Develop and optimize machine learning models.,"Networking, TCP/IP, Routing",Scrum Master Certification
QA Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"Cybersecurity, SIEM, Firewalls",Scrum Master Certification
Data Scientist,Manage cloud infrastructure and deployment pipelines.,"MySQL, PostgreSQL, Database Tuning",Scrum Master Certification
Network Engineer,Analyze data to extract insights and support business decisions.,"C++, Embedded C, RTOS",AWS Certified Solutions Architect
Blockchain Developer,Manage cloud infrastructure and deployment pipelines.,"React, Node.js, MongoDB",AWS Certified Solutions Architect
Cloud Engineer,Analyze data to extract insights and support business decisions.,"React, Node.js, MongoDB",Microsoft Certified Azure Fundamentals
Blockchain Developer,Collaborate with cross-functional teams to deliver IT solutions.,"Networking, TCP/IP, Routing",Cisco Certified Network Associate (CCNA)
AI Engineer,Provide technical support and troubleshoot issues.,"Testing, Selenium, JUnit",Scrum Master Certification
Database Administrator,Ensure system security and monitor vulnerabilities.,"MySQL, PostgreSQL, Database Tuning",Cisco Certified Network Associate (CCNA)
DevOps Engineer,Develop and optimize machine learning models.,"C++, Embedded C, RTOS",Certified Ethical Hacker (CEH)
Blockchain Developer,Analyze data to extract insights and support business decisions.,"Power BI, Excel, Statistics",CompTIA Security+
IT Support Specialist,"Responsible for designing, developing, and maintaining applications.","C++, Embedded C, RTOS",Oracle Certified Professional (OCP)
Data Analyst,Collaborate with cross-functional teams to deliver IT solutions.,"TensorFlow, Pandas, NumPy",Cisco Certified Network Associate (CCNA)
Cloud Engineer,"Responsible for designing, developing, and maintaining applications.","MySQL, PostgreSQL, Database Tuning",Certified Ethical Hacker (CEH)
Web Developer,Analyze data to extract insights and support business decisions.,"Cybersecurity, SIEM, Firewalls",CompTIA Security+
IT Support Specialist,Manage cloud infrastructure and deployment pipelines.,"React, Node.js, MongoDB",AWS Certified Solutions Architect
Network Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"C++, Embedded C, RTOS",ITIL Foundation Certification
Web Developer,Ensure system security and monitor vulnerabilities.,"Azure, PowerShell, Linux",AWS Certified Solutions Architect
DevOps Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"Power BI, Excel, Statistics",Oracle Certified Professional (OCP)
AI Engineer,Analyze data to extract insights and support business decisions.,"HTML, CSS, JavaScript",PMP Certification
Cloud Engineer,Collaborate with cross-functional teams to deliver IT solutions.,"React, Node.js, MongoDB",Cisco Certified Network Associate (CCNA)
AI Engineer,Analyze data to extract insights and support business decisions.,"Microservices, CI/CD, Jenkins",Microsoft Certified Azure Fundamentals
Database Administrator,Provide technical support and troubleshoot issues.,"React, Node.js, MongoDB",Cisco Certified Network Associate (CCNA)
UI/UX Designer,Develop and optimize machine learning models.,"Networking, TCP/IP, Routing",Certified Ethical Hacker (CEH)
Machine Learning Engineer,Develop and optimize machine learning models.,"Flutter, Dart, Firebase",Microsoft Certified Azure Fundamentals
UI/UX Designer,Provide technical support and troubleshoot issues.,"HTML, CSS, JavaScript",CompTIA Security+
QA Engineer,Build and maintain scalable web applications.,"Testing, Selenium, JUnit",Microsoft Certified Azure Fundamentals
Network Engineer,Ensure system security and monitor vulnerabilities.,"Testing, Selenium, JUnit",Scrum Master Certification
Cloud Engineer,Develop and optimize machine learning models.,"Azure, PowerShell, Linux",Google Professional Data Engineer
Machine Learning Engineer,Ensure system security and monitor vulnerabilities.,"AWS, Docker, Kubernetes",AWS Certified Solutions Architect
UI/UX Designer,Provide technical support and troubleshoot issues.,"Python, SQL, Git",Scrum Master Certification
Cybersecurity Analyst,"Responsible for designing, developing, and maintaining applications.","TensorFlow, Pandas, NumPy",Microsoft Certified Azure Fundamentals
Mobile App Developer,Build and maintain scalable web applications.,"TensorFlow, Pandas, NumPy",Cisco Certified Network Associate (CCNA)
AI Engineer,"Responsible for designing, developing, and maintaining applications.","MySQL, PostgreSQL, Database Tuning",PMP Certification
Network Engineer,"Responsible for designing, developing, and maintaining applications.","Java, Spring Boot, REST APIs",Certified Ethical Hacker (CEH)
Business Analyst,Manage cloud infrastructure and deployment pipelines.,"Java, Spring Boot, REST APIs",PMP Certification
Software Developer,Collaborate with cross-functional teams to deliver IT solutions.,"HTML, CSS, JavaScript",Scrum Master Certification
Machine Learning Engineer,Build and maintain scalable web applications.,"Python, SQL, Git",PMP Certification
Business Analyst,Manage cloud infrastructure and deployment pipelines.,"Flutter, Dart, Firebase",Microsoft Certified Azure Fundamentals
Cybersecurity Analyst,Ensure system security and monitor vulnerabilities.,"C++, Embedded C, RTOS",Oracle Certified Professional (OCP)
Full Stack Developer,"Responsible for designing, developing, and maintaining applications.","React, Node.js, MongoDB",Oracle Certified Professional (OCP)
