job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
561,Textile Engineer 561,"We are hiring a Textile Engineer in the Energy industry. Candidate should have strong skills in Sales Strategy, Leadership, Customer Service and demonstrate professional competency.","Sales Strategy, Leadership, Customer Service",Google Data Analytics,Energy,Executive,Diploma
562,Psychologist 562,"We are hiring a Psychologist in the Legal industry. Candidate should have strong skills in Customer Service, Problem Solving, Sales Strategy and demonstrate professional competency.","Customer Service, Problem Solving, Sales Strategy",Cisco CCNA,Legal,Manager,PhD
563,Social Worker 563,"We are hiring a Social Worker in the Healthcare industry. Candidate should have strong skills in SQL, Cybersecurity, Public Speaking and demonstrate professional competency.","SQL, Cybersecurity, Public Speaking",TEFL,Healthcare,Mid-Level,BCom
564,Social Worker 564,"We are hiring a Social Worker in the Healthcare industry. Candidate should have strong skills in Cloud Computing, Data Analysis, Sales Strategy and demonstrate professional competency.","Cloud Computing, Data Analysis, Sales Strategy",Cisco CCNA,Healthcare,Mid-Level,Diploma
565,Construction Supervisor 565,"We are hiring a Construction Supervisor in the Retail industry. Candidate should have strong skills in Public Speaking, Machine Operation, SQL and demonstrate professional competency.","Public Speaking, Machine Operation, SQL",Google Data Analytics,Retail,Junior,PhD
566,IoT Engineer 566,"We are hiring a IoT Engineer in the Transportation industry. Candidate should have strong skills in SQL, C++, Communication and demonstrate professional competency.","SQL, C++, Communication",Chartered Accountant,Transportation,Manager,PhD
567,Logistics Coordinator 567,"We are hiring a Logistics Coordinator in the Legal industry. Candidate should have strong skills in Accounting, Data Analysis, C++ and demonstrate professional competency.","Accounting, Data Analysis, C++",Digital Marketing Certification,Legal,Junior,MSc
568,Real Estate Agent 568,"We are hiring a Real Estate Agent in the Hospitality industry. Candidate should have strong skills in Sales Strategy, Project Management, Teaching and demonstrate professional competency.","Sales Strategy, Project Management, Teaching",Google Data Analytics,Hospitality,Fresher,B.Ed
569,Retail Store Manager 569,"We are hiring a Retail Store Manager in the Healthcare industry. Candidate should have strong skills in Data Analysis, Python, Problem Solving and demonstrate professional competency.","Data Analysis, Python, Problem Solving",Google Data Analytics,Healthcare,Fresher,Diploma
570,DevOps Engineer 570,"We are hiring a DevOps Engineer in the Transportation industry. Candidate should have strong skills in Cybersecurity, Excel, C++ and demonstrate professional competency.","Cybersecurity, Excel, C++",IELTS,Transportation,Senior,12th Pass
571,Graphic Designer 571,"We are hiring a Graphic Designer in the Real Estate industry. Candidate should have strong skills in Marketing, Communication, Python and demonstrate professional competency.","Marketing, Communication, Python",Six Sigma,Real Estate,Senior,MSc
572,Architect 572,"We are hiring a Architect in the Retail industry. Candidate should have strong skills in Java, C++, Cloud Computing and demonstrate professional competency.","Java, C++, Cloud Computing",AWS Certified,Retail,Junior,BSc
573,Teacher 573,"We are hiring a Teacher in the Media industry. Candidate should have strong skills in Marketing, C++, Java and demonstrate professional competency.","Marketing, C++, Java",Scrum Master,Media,Junior,12th Pass
574,Content Writer 574,"We are hiring a Content Writer in the Government industry. Candidate should have strong skills in Marketing, Sales Strategy, Content Creation and demonstrate professional competency.","Marketing, Sales Strategy, Content Creation",PMP,Government,Executive,B.Ed
575,Fitness Trainer 575,"We are hiring a Fitness Trainer in the Pharmaceutical industry. Candidate should have strong skills in Cybersecurity, Teaching, Accounting and demonstrate professional competency.","Cybersecurity, Teaching, Accounting",First Aid Certified,Pharmaceutical,Executive,MBBS
576,Blockchain Developer 576,"We are hiring a Blockchain Developer in the Transportation industry. Candidate should have strong skills in Accounting, Leadership, Data Analysis and demonstrate professional competency.","Accounting, Leadership, Data Analysis",Chartered Accountant,Transportation,Mid-Level,BCom
577,Construction Supervisor 577,"We are hiring a Construction Supervisor in the Energy industry. Candidate should have strong skills in Java, Communication, Teaching and demonstrate professional competency.","Java, Communication, Teaching",Google Data Analytics,Energy,Senior,ITI
578,Chef 578,"We are hiring a Chef in the Automobile industry. Candidate should have strong skills in Problem Solving, Machine Operation, Python and demonstrate professional competency.","Problem Solving, Machine Operation, Python",Scrum Master,Automobile,Mid-Level,ITI
579,Stock Broker 579,"We are hiring a Stock Broker in the Retail industry. Candidate should have strong skills in Machine Operation, Excel, Cybersecurity and demonstrate professional competency.","Machine Operation, Excel, Cybersecurity",Scrum Master,Retail,Mid-Level,BCom
580,Video Editor 580,"We are hiring a Video Editor in the Automobile industry. Candidate should have strong skills in Patient Care, Sales Strategy, C++ and demonstrate professional competency.","Patient Care, Sales Strategy, C++",Chartered Accountant,Automobile,Fresher,PhD
581,Insurance Advisor 581,"We are hiring a Insurance Advisor in the Government industry. Candidate should have strong skills in Python, SQL, Project Management and demonstrate professional competency.","Python, SQL, Project Management",AWS Certified,Government,Fresher,MSc
582,Construction Supervisor 582,"We are hiring a Construction Supervisor in the Education industry. Candidate should have strong skills in Public Speaking, Customer Service, Communication and demonstrate professional competency.","Public Speaking, Customer Service, Communication",Six Sigma,Education,Junior,Diploma
583,Insurance Advisor 583,"We are hiring a Insurance Advisor in the Automobile industry. Candidate should have strong skills in Project Management, Public Speaking, Content Creation and demonstrate professional competency.","Project Management, Public Speaking, Content Creation",Scrum Master,Automobile,Fresher,12th Pass
584,Real Estate Agent 584,"We are hiring a Real Estate Agent in the Media industry. Candidate should have strong skills in Patient Care, Marketing, Python and demonstrate professional competency.","Patient Care, Marketing, Python",First Aid Certified,Media,Junior,PhD
585,Farmer 585,"We are hiring a Farmer in the Government industry. Candidate should have strong skills in AutoCAD, Problem Solving, Marketing and demonstrate professional competency.","AutoCAD, Problem Solving, Marketing",Chartered Accountant,Government,Mid-Level,Diploma
586,Librarian 586,"We are hiring a Librarian in the Government industry. Candidate should have strong skills in Leadership, Patient Care, Project Management and demonstrate professional competency.","Leadership, Patient Care, Project Management",AWS Certified,Government,Executive,B.Tech
587,Real Estate Agent 587,"We are hiring a Real Estate Agent in the Hospitality industry. Candidate should have strong skills in Leadership, Python, Problem Solving and demonstrate professional competency.","Leadership, Python, Problem Solving",Six Sigma,Hospitality,Mid-Level,MBA
588,Quality Assurance Officer 588,"We are hiring a Quality Assurance Officer in the Transportation industry. Candidate should have strong skills in Leadership, Marketing, Project Management and demonstrate professional competency.","Leadership, Marketing, Project Management",TEFL,Transportation,Mid-Level,MBBS
589,Cab Driver 589,"We are hiring a Cab Driver in the Agriculture industry. Candidate should have strong skills in Problem Solving, Cloud Computing, Accounting and demonstrate professional competency.","Problem Solving, Cloud Computing, Accounting",Digital Marketing Certification,Agriculture,Manager,B.Ed
590,Electrician 590,"We are hiring a Electrician in the Defense industry. Candidate should have strong skills in Excel, Content Creation, Customer Service and demonstrate professional competency.","Excel, Content Creation, Customer Service",First Aid Certified,Defense,Junior,BCom
591,Construction Supervisor 591,"We are hiring a Construction Supervisor in the Pharmaceutical industry. Candidate should have strong skills in Excel, Java, Cybersecurity and demonstrate professional competency.","Excel, Java, Cybersecurity",Digital Marketing Certification,Pharmaceutical,Executive,ITI
592,AI Engineer 592,"We are hiring a AI Engineer in the Agriculture industry. Candidate should have strong skills in Cybersecurity, Patient Care, Machine Operation and demonstrate professional competency.","Cybersecurity, Patient Care, Machine Operation",TEFL,Agriculture,Junior,PhD
593,Construction Supervisor 593,"We are hiring a Construction Supervisor in the Retail industry. Candidate should have strong skills in Excel, Content Creation, AutoCAD and demonstrate professional competency.","Excel, Content Creation, AutoCAD",Digital Marketing Certification,Retail,Executive,B.Tech
594,Quality Assurance Officer 594,"We are hiring a Quality Assurance Officer in the Hospitality industry. Candidate should have strong skills in Customer Service, Java, Marketing and demonstrate professional competency.","Customer Service, Java, Marketing",Scrum Master,Hospitality,Executive,PhD
595,Yoga Instructor 595,"We are hiring a Yoga Instructor in the Government industry. Candidate should have strong skills in Excel, Content Creation, Public Speaking and demonstrate professional competency.","Excel, Content Creation, Public Speaking",AWS Certified,Government,Executive,MBBS
596,Quality Assurance Officer 596,"We are hiring a Quality Assurance Officer in the Education industry. Candidate should have strong skills in Customer Service, Leadership, Java and demonstrate professional competency.","Customer Service, Leadership, Java",Chartered Accountant,Education,Junior,BA
597,Lab Technician 597,"We are hiring a Lab Technician in the Pharmaceutical industry. Candidate should have strong skills in Data Analysis, Project Management, Communication and demonstrate professional competency.","Data Analysis, Project Management, Communication",Scrum Master,Pharmaceutical,Senior,BA
598,Lawyer 598,"We are hiring a Lawyer in the Hospitality industry. Candidate should have strong skills in Problem Solving, AutoCAD, Cloud Computing and demonstrate professional competency.","Problem Solving, AutoCAD, Cloud Computing",Microsoft Azure,Hospitality,Manager,BCom
599,Production Manager 599,"We are hiring a Production Manager in the Healthcare industry. Candidate should have strong skills in Python, Project Management, Cloud Computing and demonstrate professional competency.","Python, Project Management, Cloud Computing",Microsoft Azure,Healthcare,Fresher,PhD
600,Quality Assurance Officer 600,"We are hiring a Quality Assurance Officer in the Education industry. Candidate should have strong skills in AutoCAD, SQL, Project Management and demonstrate professional competency.","AutoCAD, SQL, Project Management",First Aid Certified,Education,Manager,MBBS
601,Automobile Engineer 601,"We are hiring a Automobile Engineer in the Pharmaceutical industry. Candidate should have strong skills in SQL, Sales Strategy, Content Creation and demonstrate professional competency.","SQL, Sales Strategy, Content Creation",Google Data Analytics,Pharmaceutical,Senior,Diploma
602,Accountant 602,"We are hiring a Accountant in the Agriculture industry. Candidate should have strong skills in Cybersecurity, Public Speaking, Accounting and demonstrate professional competency.","Cybersecurity, Public Speaking, Accounting",TEFL,Agriculture,Executive,BA
603,Plumber 603,"We are hiring a Plumber in the Government industry. Candidate should have strong skills in Project Management, Problem Solving, Leadership and demonstrate professional competency.","Project Management, Problem Solving, Leadership",Six Sigma,Government,Junior,MSc
604,Stock Broker 604,"We are hiring a Stock Broker in the Energy industry. Candidate should have strong skills in Public Speaking, Project Management, Problem Solving and demonstrate professional competency.","Public Speaking, Project Management, Problem Solving",First Aid Certified,Energy,Executive,ITI
605,Animator 605,"We are hiring a Animator in the Agriculture industry. Candidate should have strong skills in Marketing, Java, Python and demonstrate professional competency.","Marketing, Java, Python",TEFL,Agriculture,Manager,MSc
606,Cab Driver 606,"We are hiring a Cab Driver in the Education industry. Candidate should have strong skills in Content Creation, Data Analysis, AutoCAD and demonstrate professional competency.","Content Creation, Data Analysis, AutoCAD",AWS Certified,Education,Senior,BSc
607,Teacher 607,"We are hiring a Teacher in the Construction industry. Candidate should have strong skills in Python, Accounting, Excel and demonstrate professional competency.","Python, Accounting, Excel",Six Sigma,Construction,Manager,BA
608,Tour Guide 608,"We are hiring a Tour Guide in the Pharmaceutical industry. Candidate should have strong skills in Cloud Computing, Marketing, SQL and demonstrate professional competency.","Cloud Computing, Marketing, SQL",AWS Certified,Pharmaceutical,Mid-Level,B.Ed
609,Tour Guide 609,"We are hiring a Tour Guide in the Energy industry. Candidate should have strong skills in Problem Solving, Customer Service, Data Analysis and demonstrate professional competency.","Problem Solving, Customer Service, Data Analysis",First Aid Certified,Energy,Senior,MBA
610,Animator 610,"We are hiring a Animator in the Agriculture industry. Candidate should have strong skills in Cloud Computing, C++, Python and demonstrate professional competency.","Cloud Computing, C++, Python",AWS Certified,Agriculture,Senior,B.Ed
611,Pharmacist 611,"We are hiring a Pharmacist in the Telecommunications industry. Candidate should have strong skills in Cybersecurity, Problem Solving, Excel and demonstrate professional competency.","Cybersecurity, Problem Solving, Excel",First Aid Certified,Telecommunications,Mid-Level,MBBS
612,Retail Store Manager 612,"We are hiring a Retail Store Manager in the Healthcare industry. Candidate should have strong skills in Content Creation, Communication, Teaching and demonstrate professional competency.","Content Creation, Communication, Teaching",First Aid Certified,Healthcare,Mid-Level,PhD
613,Textile Engineer 613,"We are hiring a Textile Engineer in the Government industry. Candidate should have strong skills in Public Speaking, Leadership, Problem Solving and demonstrate professional competency.","Public Speaking, Leadership, Problem Solving",Six Sigma,Government,Manager,MBA
614,Game Developer 614,"We are hiring a Game Developer in the Automobile industry. Candidate should have strong skills in Machine Operation, Cybersecurity, AutoCAD and demonstrate professional competency.","Machine Operation, Cybersecurity, AutoCAD",PMP,Automobile,Mid-Level,B.Tech
615,Game Developer 615,"We are hiring a Game Developer in the Government industry. Candidate should have strong skills in AutoCAD, Communication, Sales Strategy and demonstrate professional competency.","AutoCAD, Communication, Sales Strategy",Digital Marketing Certification,Government,Manager,B.Tech
616,Cloud Engineer 616,"We are hiring a Cloud Engineer in the Construction industry. Candidate should have strong skills in C++, Customer Service, Cloud Computing and demonstrate professional competency.","C++, Customer Service, Cloud Computing",Microsoft Azure,Construction,Executive,B.Tech
617,Robotics Engineer 617,"We are hiring a Robotics Engineer in the Finance industry. Candidate should have strong skills in SQL, Sales Strategy, Data Analysis and demonstrate professional competency.","SQL, Sales Strategy, Data Analysis",Chartered Accountant,Finance,Junior,B.Tech
618,Software Developer 618,"We are hiring a Software Developer in the Pharmaceutical industry. Candidate should have strong skills in Communication, Excel, Teaching and demonstrate professional competency.","Communication, Excel, Teaching",AWS Certified,Pharmaceutical,Executive,BA
619,Tour Guide 619,"We are hiring a Tour Guide in the Real Estate industry. Candidate should have strong skills in Cloud Computing, SQL, Excel and demonstrate professional competency.","Cloud Computing, SQL, Excel",Scrum Master,Real Estate,Junior,B.Tech
620,Photographer 620,"We are hiring a Photographer in the Media industry. Candidate should have strong skills in Data Analysis, Patient Care, Problem Solving and demonstrate professional competency.","Data Analysis, Patient Care, Problem Solving",AWS Certified,Media,Fresher,Diploma
621,Research Scientist 621,"We are hiring a Research Scientist in the Pharmaceutical industry. Candidate should have strong skills in Communication, Project Management, Public Speaking and demonstrate professional competency.","Communication, Project Management, Public Speaking",Digital Marketing Certification,Pharmaceutical,Manager,PhD
622,Photographer 622,"We are hiring a Photographer in the Telecommunications industry. Candidate should have strong skills in Project Management, Cybersecurity, Accounting and demonstrate professional competency.","Project Management, Cybersecurity, Accounting",Microsoft Azure,Telecommunications,Mid-Level,12th Pass
623,Quality Assurance Officer 623,"We are hiring a Quality Assurance Officer in the Finance industry. Candidate should have strong skills in C++, SQL, Accounting and demonstrate professional competency.","C++, SQL, Accounting",AWS Certified,Finance,Fresher,MBA
624,Game Developer 624,"We are hiring a Game Developer in the Energy industry. Candidate should have strong skills in Public Speaking, Problem Solving, C++ and demonstrate professional competency.","Public Speaking, Problem Solving, C++",Cisco CCNA,Energy,Fresher,12th Pass
625,Recruiter 625,"We are hiring a Recruiter in the Telecommunications industry. Candidate should have strong skills in Sales Strategy, Marketing, Project Management and demonstrate professional competency.","Sales Strategy, Marketing, Project Management",Six Sigma,Telecommunications,Mid-Level,12th Pass
626,Accountant 626,"We are hiring a Accountant in the Education industry. Candidate should have strong skills in Excel, Problem Solving, SQL and demonstrate professional competency.","Excel, Problem Solving, SQL",TEFL,Education,Manager,BA
627,Tour Guide 627,"We are hiring a Tour Guide in the Pharmaceutical industry. Candidate should have strong skills in Excel, Teaching, Public Speaking and demonstrate professional competency.","Excel, Teaching, Public Speaking",PMP,Pharmaceutical,Fresher,BSc
628,Retail Store Manager 628,"We are hiring a Retail Store Manager in the Finance industry. Candidate should have strong skills in Machine Operation, Teaching, C++ and demonstrate professional competency.","Machine Operation, Teaching, C++",Chartered Accountant,Finance,Fresher,PhD
629,Electrician 629,"We are hiring a Electrician in the Transportation industry. Candidate should have strong skills in Java, Teaching, Public Speaking and demonstrate professional competency.","Java, Teaching, Public Speaking",Scrum Master,Transportation,Junior,MSc
630,Electrician 630,"We are hiring a Electrician in the IT industry. Candidate should have strong skills in Content Creation, Cybersecurity, SQL and demonstrate professional competency.","Content Creation, Cybersecurity, SQL",Six Sigma,IT,Fresher,Diploma
631,Interior Designer 631,"We are hiring a Interior Designer in the Government industry. Candidate should have strong skills in Excel, AutoCAD, Teaching and demonstrate professional competency.","Excel, AutoCAD, Teaching",Six Sigma,Government,Senior,Diploma
632,Production Manager 632,"We are hiring a Production Manager in the Education industry. Candidate should have strong skills in Project Management, Communication, Excel and demonstrate professional competency.","Project Management, Communication, Excel",IELTS,Education,Junior,Diploma
633,IoT Engineer 633,"We are hiring a IoT Engineer in the Defense industry. Candidate should have strong skills in Sales Strategy, Project Management, Excel and demonstrate professional competency.","Sales Strategy, Project Management, Excel",Chartered Accountant,Defense,Mid-Level,BA
634,Air Hostess 634,"We are hiring a Air Hostess in the Pharmaceutical industry. Candidate should have strong skills in Communication, Patient Care, Excel and demonstrate professional competency.","Communication, Patient Care, Excel",Digital Marketing Certification,Pharmaceutical,Senior,BCom
635,Librarian 635,"We are hiring a Librarian in the E-commerce industry. Candidate should have strong skills in SQL, Communication, Content Creation and demonstrate professional competency.","SQL, Communication, Content Creation",Chartered Accountant,E-commerce,Executive,PhD
636,Yoga Instructor 636,"We are hiring a Yoga Instructor in the Transportation industry. Candidate should have strong skills in Cloud Computing, Sales Strategy, Data Analysis and demonstrate professional competency.","Cloud Computing, Sales Strategy, Data Analysis",Chartered Accountant,Transportation,Senior,BSc
637,Agricultural Officer 637,"We are hiring a Agricultural Officer in the Media industry. Candidate should have strong skills in Leadership, Accounting, Data Analysis and demonstrate professional competency.","Leadership, Accounting, Data Analysis",PMP,Media,Executive,MBBS
638,Geologist 638,"We are hiring a Geologist in the Transportation industry. Candidate should have strong skills in SQL, Leadership, Accounting and demonstrate professional competency.","SQL, Leadership, Accounting",IELTS,Transportation,Senior,B.Ed
639,Content Writer 639,"We are hiring a Content Writer in the Legal industry. Candidate should have strong skills in Data Analysis, AutoCAD, Communication and demonstrate professional competency.","Data Analysis, AutoCAD, Communication",Google Data Analytics,Legal,Junior,MBA
640,Nurse 640,"We are hiring a Nurse in the Agriculture industry. Candidate should have strong skills in Machine Operation, Python, Project Management and demonstrate professional competency.","Machine Operation, Python, Project Management",Microsoft Azure,Agriculture,Manager,BCom
641,Factory Supervisor 641,"We are hiring a Factory Supervisor in the Education industry. Candidate should have strong skills in AutoCAD, Marketing, Sales Strategy and demonstrate professional competency.","AutoCAD, Marketing, Sales Strategy",Six Sigma,Education,Mid-Level,PhD
642,Army Officer 642,"We are hiring a Army Officer in the Education industry. Candidate should have strong skills in Java, Patient Care, Python and demonstrate professional competency.","Java, Patient Care, Python",Digital Marketing Certification,Education,Manager,PhD
643,Counselor 643,"We are hiring a Counselor in the E-commerce industry. Candidate should have strong skills in Python, AutoCAD, Cybersecurity and demonstrate professional competency.","Python, AutoCAD, Cybersecurity",Google Data Analytics,E-commerce,Executive,MBA
644,UI/UX Designer 644,"We are hiring a UI/UX Designer in the Education industry. Candidate should have strong skills in Cloud Computing, Teaching, AutoCAD and demonstrate professional competency.","Cloud Computing, Teaching, AutoCAD",Microsoft Azure,Education,Manager,PhD
645,Travel Consultant 645,"We are hiring a Travel Consultant in the Healthcare industry. Candidate should have strong skills in Teaching, Project Management, Problem Solving and demonstrate professional competency.","Teaching, Project Management, Problem Solving",Cisco CCNA,Healthcare,Senior,B.Tech
646,Mechanical Engineer 646,"We are hiring a Mechanical Engineer in the Energy industry. Candidate should have strong skills in Cloud Computing, Customer Service, Java and demonstrate professional competency.","Cloud Computing, Customer Service, Java",Google Data Analytics,Energy,Executive,12th Pass
647,Robotics Engineer 647,"We are hiring a Robotics Engineer in the Pharmaceutical industry. Candidate should have strong skills in Teaching, Content Creation, Communication and demonstrate professional competency.","Teaching, Content Creation, Communication",Chartered Accountant,Pharmaceutical,Executive,MBA
648,Supply Chain Manager 648,"We are hiring a Supply Chain Manager in the Construction industry. Candidate should have strong skills in Teaching, Machine Operation, Patient Care and demonstrate professional competency.","Teaching, Machine Operation, Patient Care",PMP,Construction,Mid-Level,B.Ed
649,Architect 649,"We are hiring a Architect in the Transportation industry. Candidate should have strong skills in Communication, Cloud Computing, Patient Care and demonstrate professional competency.","Communication, Cloud Computing, Patient Care",Google Data Analytics,Transportation,Executive,PhD
650,UI/UX Designer 650,"We are hiring a UI/UX Designer in the Healthcare industry. Candidate should have strong skills in Excel, Problem Solving, Communication and demonstrate professional competency.","Excel, Problem Solving, Communication",Digital Marketing Certification,Healthcare,Junior,PhD
651,Lawyer 651,"We are hiring a Lawyer in the Education industry. Candidate should have strong skills in AutoCAD, Cybersecurity, Customer Service and demonstrate professional competency.","AutoCAD, Cybersecurity, Customer Service",Digital Marketing Certification,Education,Fresher,B.Ed
652,Plumber 652,"We are hiring a Plumber in the IT industry. Candidate should have strong skills in Project Management, Teaching, Cloud Computing and demonstrate professional competency.","Project Management, Teaching, Cloud Computing",Digital Marketing Certification,IT,Executive,BSc
653,Social Worker 653,"We are hiring a Social Worker in the Pharmaceutical industry. Candidate should have strong skills in Cybersecurity, Communication, SQL and demonstrate professional competency.","Cybersecurity, Communication, SQL",Scrum Master,Pharmaceutical,Executive,MSc
654,Plumber 654,"We are hiring a Plumber in the Media industry. Candidate should have strong skills in Content Creation, Project Management, Customer Service and demonstrate professional competency.","Content Creation, Project Management, Customer Service",TEFL,Media,Fresher,12th Pass
655,IoT Engineer 655,"We are hiring a IoT Engineer in the Government industry. Candidate should have strong skills in C++, Data Analysis, Public Speaking and demonstrate professional competency.","C++, Data Analysis, Public Speaking",First Aid Certified,Government,Junior,Diploma
656,Lab Technician 656,"We are hiring a Lab Technician in the Automobile industry. Candidate should have strong skills in C++, Sales Strategy, AutoCAD and demonstrate professional competency.","C++, Sales Strategy, AutoCAD",First Aid Certified,Automobile,Executive,ITI
657,Police Officer 657,"We are hiring a Police Officer in the Energy industry. Candidate should have strong skills in Machine Operation, Data Analysis, Problem Solving and demonstrate professional competency.","Machine Operation, Data Analysis, Problem Solving",Digital Marketing Certification,Energy,Mid-Level,MBA
658,Video Editor 658,"We are hiring a Video Editor in the Legal industry. Candidate should have strong skills in Communication, Project Management, Cloud Computing and demonstrate professional competency.","Communication, Project Management, Cloud Computing",IELTS,Legal,Fresher,12th Pass
659,Real Estate Agent 659,"We are hiring a Real Estate Agent in the Pharmaceutical industry. Candidate should have strong skills in Patient Care, Problem Solving, Machine Operation and demonstrate professional competency.","Patient Care, Problem Solving, Machine Operation",AWS Certified,Pharmaceutical,Fresher,BA
660,Software Developer 660,"We are hiring a Software Developer in the Government industry. Candidate should have strong skills in Cloud Computing, Content Creation, Customer Service and demonstrate professional competency.","Cloud Computing, Content Creation, Customer Service",Google Data Analytics,Government,Mid-Level,B.Tech
661,Research Scientist 661,"We are hiring a Research Scientist in the Automobile industry. Candidate should have strong skills in Project Management, Accounting, Cybersecurity and demonstrate professional competency.","Project Management, Accounting, Cybersecurity",Chartered Accountant,Automobile,Junior,MSc
662,Social Worker 662,"We are hiring a Social Worker in the Education industry. Candidate should have strong skills in Project Management, Machine Operation, Communication and demonstrate professional competency.","Project Management, Machine Operation, Communication",First Aid Certified,Education,Junior,MBA
663,Plumber 663,"We are hiring a Plumber in the Telecommunications industry. Candidate should have strong skills in Accounting, Leadership, Machine Operation and demonstrate professional competency.","Accounting, Leadership, Machine Operation",AWS Certified,Telecommunications,Fresher,BA
664,Game Developer 664,"We are hiring a Game Developer in the Agriculture industry. Candidate should have strong skills in Machine Operation, Communication, Cybersecurity and demonstrate professional competency.","Machine Operation, Communication, Cybersecurity",Scrum Master,Agriculture,Manager,MBBS
665,Research Scientist 665,"We are hiring a Research Scientist in the Energy industry. Candidate should have strong skills in SQL, Sales Strategy, Python and demonstrate professional competency.","SQL, Sales Strategy, Python",IELTS,Energy,Mid-Level,PhD
666,ML Engineer 666,"We are hiring a ML Engineer in the Defense industry. Candidate should have strong skills in AutoCAD, Sales Strategy, Content Creation and demonstrate professional competency.","AutoCAD, Sales Strategy, Content Creation",PMP,Defense,Junior,BSc
667,Pilot 667,"We are hiring a Pilot in the Construction industry. Candidate should have strong skills in Machine Operation, Customer Service, Problem Solving and demonstrate professional competency.","Machine Operation, Customer Service, Problem Solving",PMP,Construction,Executive,PhD
668,DevOps Engineer 668,"We are hiring a DevOps Engineer in the Education industry. Candidate should have strong skills in Teaching, Sales Strategy, Marketing and demonstrate professional competency.","Teaching, Sales Strategy, Marketing",Chartered Accountant,Education,Senior,MBBS
669,Research Scientist 669,"We are hiring a Research Scientist in the Government industry. Candidate should have strong skills in Python, Communication, Public Speaking and demonstrate professional competency.","Python, Communication, Public Speaking",Google Data Analytics,Government,Mid-Level,12th Pass
670,Financial Analyst 670,"We are hiring a Financial Analyst in the Manufacturing industry. Candidate should have strong skills in Cloud Computing, Python, Data Analysis and demonstrate professional competency.","Cloud Computing, Python, Data Analysis",PMP,Manufacturing,Mid-Level,BA
671,Marketing Manager 671,"We are hiring a Marketing Manager in the Energy industry. Candidate should have strong skills in Machine Operation, Excel, AutoCAD and demonstrate professional competency.","Machine Operation, Excel, AutoCAD",PMP,Energy,Manager,BSc
672,Army Officer 672,"We are hiring a Army Officer in the Manufacturing industry. Candidate should have strong skills in Customer Service, Communication, Project Management and demonstrate professional competency.","Customer Service, Communication, Project Management",PMP,Manufacturing,Senior,ITI
673,Nurse 673,"We are hiring a Nurse in the Automobile industry. Candidate should have strong skills in Teaching, Public Speaking, Cybersecurity and demonstrate professional competency.","Teaching, Public Speaking, Cybersecurity",Cisco CCNA,Automobile,Senior,PhD
674,Cybersecurity Analyst 674,"We are hiring a Cybersecurity Analyst in the Healthcare industry. Candidate should have strong skills in Cybersecurity, SQL, Public Speaking and demonstrate professional competency.","Cybersecurity, SQL, Public Speaking",AWS Certified,Healthcare,Mid-Level,12th Pass
675,Insurance Advisor 675,"We are hiring a Insurance Advisor in the Hospitality industry. Candidate should have strong skills in Cloud Computing, Patient Care, Teaching and demonstrate professional competency.","Cloud Computing, Patient Care, Teaching",Six Sigma,Hospitality,Senior,BSc
676,Mechanical Engineer 676,"We are hiring a Mechanical Engineer in the Transportation industry. Candidate should have strong skills in SQL, Marketing, Excel and demonstrate professional competency.","SQL, Marketing, Excel",PMP,Transportation,Senior,Diploma
677,Graphic Designer 677,"We are hiring a Graphic Designer in the Transportation industry. Candidate should have strong skills in Customer Service, Patient Care, Content Creation and demonstrate professional competency.","Customer Service, Patient Care, Content Creation",Google Data Analytics,Transportation,Executive,B.Ed
678,Graphic Designer 678,"We are hiring a Graphic Designer in the Finance industry. Candidate should have strong skills in Python, Cloud Computing, AutoCAD and demonstrate professional competency.","Python, Cloud Computing, AutoCAD",First Aid Certified,Finance,Manager,BSc
679,Animator 679,"We are hiring a Animator in the Pharmaceutical industry. Candidate should have strong skills in Patient Care, Communication, AutoCAD and demonstrate professional competency.","Patient Care, Communication, AutoCAD",Microsoft Azure,Pharmaceutical,Fresher,12th Pass
680,Automobile Engineer 680,"We are hiring a Automobile Engineer in the Legal industry. Candidate should have strong skills in Patient Care, Cloud Computing, Cybersecurity and demonstrate professional competency.","Patient Care, Cloud Computing, Cybersecurity",Scrum Master,Legal,Executive,B.Ed
681,Environmental Engineer 681,"We are hiring a Environmental Engineer in the Construction industry. Candidate should have strong skills in Java, Marketing, Python and demonstrate professional competency.","Java, Marketing, Python",AWS Certified,Construction,Manager,B.Ed
682,Quality Assurance Officer 682,"We are hiring a Quality Assurance Officer in the Construction industry. Candidate should have strong skills in Public Speaking, Sales Strategy, Data Analysis and demonstrate professional competency.","Public Speaking, Sales Strategy, Data Analysis",TEFL,Construction,Executive,B.Ed
683,Supply Chain Manager 683,"We are hiring a Supply Chain Manager in the Automobile industry. Candidate should have strong skills in Leadership, Problem Solving, Content Creation and demonstrate professional competency.","Leadership, Problem Solving, Content Creation",TEFL,Automobile,Junior,BCom
684,Dentist 684,"We are hiring a Dentist in the Agriculture industry. Candidate should have strong skills in Machine Operation, Customer Service, Public Speaking and demonstrate professional competency.","Machine Operation, Customer Service, Public Speaking",Digital Marketing Certification,Agriculture,Fresher,BCom
685,Plumber 685,"We are hiring a Plumber in the Pharmaceutical industry. Candidate should have strong skills in Marketing, Accounting, Data Analysis and demonstrate professional competency.","Marketing, Accounting, Data Analysis",PMP,Pharmaceutical,Mid-Level,12th Pass
